human,mouse
IGHV1-69-2,Ighv1-9
IGHV1-69-2,Ighv14-2
IGHV1-69-2,Ighv1-15
IGHV1-69-2,Ighv14-1
IGHV1-69-2,Ighv1-64
CYB5B,Cyb5b
IGHV1-69D,Ighv1-39
IGHV1-69D,Ighv1-12
IGHV1-69D,Ighv14-3
IGHV1-69D,Ighv1-5
IGHV1-69D,Ighv1-42
IGHV1-69D,Ighv1-72
IGHV1-69D,Ighv1-62-2
IGHV1-69D,Ighv1-4
IGHV1-69D,Ighv1-23
IGHV1-69D,Ighv1-47
IGHV1-69D,Ighv1-59
IGHV1-69D,Ighv1-58
IGHV1-69D,Ighv1-31
IGHV1-69D,Ighv1-50
IGHV1-69D,Ighv1-62-1
IGHV1-69D,Ighv1-55
IGHV1-69D,Ighv1-84
IGHV1-69D,Ighv1-54
IGHV1-69D,Ighv1-66
IGHV1-69D,Ighv1-34
IGHV1-69D,Ighv1-71
IGHV1-69D,Ighv1-43
IGHV1-69D,Ighv15-2
IGHV1-69D,Ighv1-53
IGHV1-69D,Ighv1-7
IGHV1-69D,Ighv1-56
IGHV1-69D,Ighv1-63
IGHV1-69D,Ighv1-69
IGHV1-69D,Ighv1-20
IGHV1-69D,Ighv1-61
IGHV1-69D,Ighv14-4
IGHV1-69D,Ighv1-77
IGHV1-69D,Ighv1-74
IGHV1-69D,Ighv1-62-3
IGHV1-69D,Ighv1-9
IGHV1-69D,Ighv14-2
IGHV1-69D,Ighv1-15
IGHV1-69D,Ighv14-1
IGHV1-69D,Ighv1-64
IGHV2-70,Ighv8-12
IGHV2-70,Ighv8-2
IGHV2-70,Ighv8-6
IGHV2-70,Ighv8-8
IGHV2-70,Ighv8-13
IGHV2-70,Ighv8-5
IGHV2-70,Ighv8-4
IGHV2-70,Ighv8-11
IGHV2-70,Ighv8-9
SPN,Spn
AMMECR1L,Ammecr1l
PSAPL1,Psapl1
VMO1,Vmo1
SORCS2,Sorcs2
QPRT,Qprt
DNAH9,Dnah9
ZZZ3,Zzz3
PCYT1B,Pcyt1b
NRK,Nrk
CRIP3,Crip3
IGHV3-72,Ighv10-1
IGHV3-72,Ighv13-2
IGHV3-72,Ighv10-3
IGHV3-72,Ighv6-3
IGHV3-72,Ighv6-5
IGHV3-72,Ighv6-6
DMPK,Dmpk
WDSUB1,Wdsub1
RUNX3,Runx3
SCFD1,Scfd1
ERBB4,Erbb4
PAQR5,Paqr5
SLC22A7,Slc22a7
GLTPD2,Gltpd2
FES,Fes
PSMB6,Psmb6
ANGPTL3,Angptl3
BCAM,Bcam
ARL3,Arl3
GTF3A,Gtf3a
BST1,Bst1
KIF23,Kif23
RBMXL2,Rbmxl2
ELOVL4,Elovl4
UBTD1,Ubtd1
PLK1,Plk1
DCDC2C,Dcdc2c
CRACR2A,Cracr2a
PCNX4,Pcnx4
HMOX2,Hmox2
PRDM2,Prdm2
ALLC,Allc
DOCK7,Dock7
CYR61,Cyr61
ZNF318,Zfp318
SGCZ,Sgcz
OGFR,Ogfr
FITM1,Fitm1
COQ10A,Coq10a
SERPINA1,Serpina1b
SERPINA1,Serpina1e
SERPINA1,Serpina1a
SERPINA1,Serpina1d
SERPINA1,Serpina1c
PCK2,Pck2
KRTAP15-1,Krtap15
CRIM1,Crim1
CPXCR1,Cpxcr1
MTIF3,Mtif3
PPP2R5C,Ppp2r5c
OR52A5,Olfr69
OR52A5,Olfr68
MRPL3,Mrpl3
CDC34,Cdc34
CDC34,Cdc34b
ERN2,Ern2
QARS,Qars
SERF1A,Serf1
MRGBP,Mrgbp
FBXL5,Fbxl5
RNASE10,Rnase10
DHRS7,Dhrs7
DHRS7,Gm4756
RNF112,Rnf112
ARNTL,Arntl
RHOXF1,Rhox13
ALDH1L1,Aldh1l1
FOXP4,Foxp4
ANKRD31,Ankrd31
DBX1,Dbx1
FEZ2,Fez2
EGFL6,Egfl6
NHLRC3,Nhlrc3
ZNF18,Zkscan6
XRCC5,Xrcc5
TGIF1,Tgif1
MSL1,Msl1
SDHB,Sdhb
SYT9,Syt9
RNF144B,Rnf144b
NKX2-1,Nkx2-1
ANKRD2,Ankrd2
CDC25B,Cdc25b
OLFML1,Olfml1
C1D,C1d
SLC25A21,Slc25a21
SIGLEC10,Siglecg
VEGFC,Vegfc
KIZ,Kiz
NRL,Nrl
SGIP1,Sgip1
CFAP221,Cfap221
EID1,Eid1
ELL,Ell
NKX2-8,Nkx2-9
OR52Z1,Olfr67
SHC4,Shc4
MAB21L2,Mab21l2
DMWD,Dmwd
EXOC1,Exoc1
LRBA,Lrba
SUGT1,Sugt1
ARHGEF1,Arhgef1
SALL4,Sall4
PAX9,Pax9
PLEKHA5,Plekha5
BTN2A2,Btn2a2
MRPS24,Mrps24
GAS2L2,Gas2l2
PBX1,Pbx1
NIPA1,Nipa1
SIX5,Six5
RABGGTA,Rabggta
GOSR1,Gosr1
PEX12,Pex12
URGCP,Urgcp
AFAP1,Afap1
RNASE9,Rnase9
CSDE1,Csde1
UCHL1,Uchl1
GUCY1B3,Gucy1b3
PIP5KL1,Pip5kl1
PRKG1,Prkg1
GALNT1,Galnt1
ASB8,Asb8
KLHL25,Klhl25
DENND5A,Dennd5a
HTATIP2,Htatip2
CLIC5,Clic5
CSTF2T,Cstf2t
ABL1,Abl1
LRRTM3,Lrrtm3
CTNNA3,Ctnna3
MIPEP,Mipep
IVD,Ivd
KLF2,Klf2
NMRAL1,Nmral1
IGHV7-81,Ighv9-3
IGHV7-81,Ighv9-2
IGHV7-81,Ighv9-1
IGHV7-81,Ighv9-4
IGHV3-73,Ighv10-1
IGHV3-73,Ighv13-2
IGHV3-73,Ighv10-3
IGHV3-73,Ighv6-3
IGHV3-73,Ighv6-5
IGHV3-73,Ighv6-6
IGHV3-74,Ighv5-17
IGHV3-74,Ighv5-6
IGHV3-74,Ighv5-9-1
IGHV3-74,Ighv5-12
IGHV3-74,Ighv5-9
IGHV3-74,Ighv5-16
IGHV3-74,Ighv5-15
IGHV3-74,Ighv5-4
ATG7,Atg7
IMPACT,Impact
CLDN9,Cldn9
PDE4A,Pde4a
C1QTNF9B,C1qtnf9
TCEANC,Tceanc
CCDC94,Ccdc94
TAT,Tat
KAZN,Kazn
PADI2,Padi2
GPATCH3,Gpatch3
BHLHE40,Bhlhe40
DGCR2,Dgcr2
DGCR2,Gm20518
NR0B2,Nr0b2
NUDC,Nudc
HMGCR,Hmgcr
ATAD3C,Atad3a
TTK,Ttk
FAM72D,Fam72a
TMC5,Tmc5
CLDN6,Cldn6
NFAT5,Nfat5
CXCR3,Cxcr3
MEF2D,Mef2d
TNFRSF12A,Tnfrsf12a
U2AF1,U2af1
HBB,Hbb-bt
HBB,Hbb-bh2
HBB,Hbb-bs
SLAMF7,Slamf7
NOL4L,Nol4l
FAAH,Faah
FAM207A,Fam207a
HTR2A,Htr2a
STK17B,Stk17b
WNT7A,Wnt7a
ZNF471,Zfp78
ZNHIT6,Znhit6
CEP128,Cep128
CNMD,Cnmd
AKR1C4,Akr1c20
AKR1C4,Akr1c18
AKR1C4,Akr1c12
AKR1C4,Akr1c13
AKR1C4,Akr1c19
AKR1C4,Akr1c14
AKR1C4,Akr1c21
AKR1C4,Akr1c6
AKR1C4,Akr1cl
NQO2,Nqo2
RAB9A,Rab9
AGBL1,Agbl1
UBA7,Uba7
GTDC1,Gtdc1
CDC37,Cdc37
TGIF2LX,Tgif2lx1
TGIF2LX,Tgif2lx2
11-Sep,11-Sep
ATAD3B,Atad3a
CYP2C9,Cyp2c40
CYP2C9,Cyp2c29
CYP2C9,Cyp2c38
CYP2C9,Cyp2c69
CYP2C9,Cyp2c66
CYP2C9,Cyp2c37
CYP2C9,Cyp2c54
CYP2C9,Cyp2c65
CYP2C9,Cyp2c68
CYP2C9,Cyp2c50
CYP2C9,Cyp2c67
CYP2C9,Cyp2c39
C16orf54,AI467606
BCORL1,Bcorl1
SGPP2,Sgpp2
RBM26,Rbm26
RORA,Rora
MARVELD3,Marveld3
ADRA2A,Adra2a
VAV1,Vav1
SYF2,Syf2
OR4F21,Olfr1303
PHLPP2,Phlpp2
TSHR,Tshr
TGFB1I1,Tgfb1i1
ZMYM1,Zmym1
MCF2L,Mcf2l
KIF26A,Kif26a
PLXDC2,Plxdc2
MED21,Med21
CASC3,Casc3
ICK,Ick
TRAPPC2,0610009B22Rik
TRAPPC2,Trappc2
RPL13,Rpl13
RPL13,Rpl13-ps3
ICA1,Ica1
HNRNPA3,Hnrnpa3
ANAPC16,Anapc16
RP2,Rp2
ASCC1,Ascc1
RPP25L,Rpp25l
IFT52,Ift52
VGLL4,Vgll4
FBXO9,Fbxo9
PNO1,Pno1
CASP6,Casp6
STXBP3,Stxbp3
QRFP,Qrfp
SFXN2,Sfxn2
HBD,Hbb-bt
HBD,Hbb-bh2
HBD,Hbb-bs
MROH8,Mroh8
PRMT3,Prmt3
MCUB,Mcub
PCCB,Pccb
CCDC27,Ccdc27
GALNT3,Galnt3
PPP3R1,Ppp3r1
NPS,Nps
ACACA,Acaca
ST8SIA5,St8sia5
WDR92,Wdr92
CXorf49,4933412E24Rik
CXorf49,Gm4779
CXorf49,8030474K03Rik
GPAM,Gpam
TP73,Trp73
C12orf71,1700034J05Rik
SMN1,Smn1
N4BP1,N4bp1
PPIP5K1,Ppip5k1
ADD2,Add2
ZFP64,Zfp64
ENPP4,Enpp4
PKN1,Pkn1
HEPH,Heph
ENPP5,Enpp5
SERPINA7,Serpina7
H2AFV,H2afv
RPN2,Rpn2
IGLL1,Iglc1
IGLL1,Iglc2
IGLL1,Igll1
IGLL1,Iglc4
IGLL1,Iglc3
C3orf58,1190002N15Rik
GPSM3,Gpsm3
TOMM40,Tomm40
UPF2,Upf2
PPM1K,Ppm1k
MUM1L1,Mum1l1
KAT6B,Kat6b
RNASE11,Rnase11
NSFL1C,Nsfl1c
NOTCH4,Notch4
CAMTA1,Camta1
PAPOLA,Papola
DGCR8,Dgcr8
ELF4,Elf4
SPTBN4,Sptbn4
ZKSCAN4,Zkscan3
ZKSCAN4,Zkscan4
LIX1,Lix1
ID4,Id4
NKAPL,Nkapl
COL9A3,Col9a3
PEX5L,Pex5l
RNASE12,Rnase12
NECTIN2,Nectin2
JADE3,Jade3
ACP1,Acp1
ZNF45,Zfp94
TRMT2A,Trmt2a
ADD1,Add1
ZFP28,Zfp28
C2orf73,4930505A04Rik
COMMD7,Commd7
CCNB3,Ccnb3
COL9A2,Col9a2
PLD2,Pld2
ABHD11,Abhd11
ZBTB33,Zbtb33
ZSCAN26,Zscan26
BHMT2,Bhmt2
NADK2,Nadk2
4-Mar,4-Mar
HOXA9,Hoxa9
TMSB10,Gm9844
IGHV2OR16-5,Ighv8-12
IGHV2OR16-5,Ighv8-2
IGHV2OR16-5,Ighv8-6
IGHV2OR16-5,Ighv8-8
IGHV2OR16-5,Ighv8-13
IGHV2OR16-5,Ighv8-5
IGHV2OR16-5,Ighv8-4
IGHV2OR16-5,Ighv8-11
IGHV2OR16-5,Ighv8-9
PGBD1,Pgbd1
FXN,Fxn
SLC2A6,Slc2a6
HBG1,Hbb-bh1
HOXA10,Hoxa10
DCTN3,Dctn3
DNAH12,Dnah12
LAG3,Lag3
RANBP1,Ranbp1
DMGDH,Dmgdh
MITF,Mitf
GOLGA4,Golga4
DCBLD2,Dcbld2
ASIC5,Asic5
TCFL5,Tcfl5
TDO2,Tdo2
SMAD1,Smad1
DROSHA,Drosha
PADI1,Padi1
PERM1,Perm1
LMX1A,Lmx1a
FBXO27,Fbxo27
RCAN2,Rcan2
GZMM,Gzmm
C10orf120,4933402N03Rik
BAG3,Bag3
BHMT,Gm5096
BHMT,Bhmt
CSN3,Csn3
RPL37A,Rpl37a
TMEM255A,Tmem255a
IKZF2,Ikzf2
LY9,Ly9
LHFP,Lhfp
CSF1,Csf1
AMY2A,Amy2a4
AMY2A,Amy2a2
AMY2A,Amy2a3
AMY2A,Amy1
AMY2A,Amy2a1
AMY2A,Amy2a5
MORC1,Morc1
SOX11,Sox11
SECISBP2L,Secisbp2l
ST3GAL6,St3gal6
PI4K2A,Pi4k2a
STK38L,Stk38l
SMARCAL1,Smarcal1
CDNF,Cdnf
MORN4,Morn4
IQCG,Iqcg
UBE2D4,Ube2d4
SH3YL1,Sh3yl1
HSPA14,Hspa14
WRAP73,Wrap73
HOGA1,Hoga1
KCNIP3,Kcnip3
DUSP11,Dusp11
C10orf62,4933411K16Rik
CABS1,Cabs1
DGKK,Dgkk
ING4,Ing4
FBXO34,Fbxo34
IGF1R,Igf1r
SPDYE1,Spdye4a
SPDYE1,Spdye4b
MAGEA11,Magea1
MAGEA11,Magea10
MAGEA11,Magea8
MAGEA11,Magea2
MAGEA11,Magea6
MAGEA11,3830417A13Rik
MAGEA11,1700080O16Rik
MAGEA11,Magea3
MAGEA11,Magea5
MAGEA11,Magea4
LAGE3,Lage3
SULT1A3,Sult1a1
CLUH,Cluh
SLC51B,Slc51b
ARPP19,Arpp19
PLXNA3,Plxna3
GFER,Gfer
KDF1,Kdf1
RASL12,Rasl12
TAS2R42,Tas2r131
RPL35A,Rpl35a
NOXO1,Noxo1
PLOD2,Plod2
DNAJC12,Dnajc12
SAP130,Sap130
CD63,Cd63
RASIP1,Rasip1
SLX1A,Slx1b
CREBBP,Crebbp
SLAIN2,Slain2
FAM120A,Fam120a
PPWD1,Ppwd1
SPTSSB,Sptssb
BOLA2B,Bola2
CFDP1,Cfdp1
C18orf21,2700062C07Rik
ATG14,Atg14
STAG1,Stag1
IL1R1,Il1r1
OTOL1,Otol1
PGPEP1L,Pgpep1l
TBPL2,Tbpl2
BSG,Bsg
PARP11,Parp11
TBL3,Tbl3
SYNM,Synm
PCGF3,Pcgf3
RAPGEFL1,Rapgefl1
CYP39A1,Cyp39a1
ZG16,Zg16
GMNC,Gmnc
NEIL3,Neil3
PTCHD3,Ptchd3
ADARB1,Adarb1
MAGEA9,Magea1
MAGEA9,Magea10
MAGEA9,Magea8
MAGEA9,Magea2
MAGEA9,Magea6
MAGEA9,3830417A13Rik
MAGEA9,1700080O16Rik
MAGEA9,Magea3
MAGEA9,Magea5
MAGEA9,Magea4
CDH13,Cdh13
PCDH8,Pcdh8
IQCE,Iqce
INPP5F,Inpp5f
ADAMTS10,Adamts10
CXorf49B,4933412E24Rik
CXorf49B,Gm4779
CXorf49B,8030474K03Rik
FOXI2,Foxi2
KCNJ6,Kcnj6
PARD3,Pard3
SYNPO2,Synpo2
GTPBP6,Gtpbp6
PGRMC2,Pgrmc2
FAM57A,Fam57a
TNK2,Tnk2
OLFM4,Olfm4
TMA7,Tma7
TMEM8C,Tmem8c
FIBCD1,Fibcd1
SRM,Srm
CCDC51,Ccdc51
SLC6A5,Slc6a5
TSSC4,Tssc4
PLCXD1,Plcxd1
HECW2,Hecw2
SHROOM4,Shroom4
CXorf57,D330045A20Rik
RAB18,Rab18
THOC6,Thoc6
DHX16,Dhx16
SHD,Shd
PARS2,Pars2
USP33,Usp33
MDFI,Mdfi
ADAMTSL2,Adamtsl2
TRNP1,Trnp1
SYNGR3,Syngr3
MKKS,Mkks
IQGAP3,Iqgap3
MC5R,Mc5r
FAM46B,Fam46b
PABPC5,Pabpc5
SNAPC4,Snapc4
TMEM177,Tmem177
CLDN3,Cldn3
ELMO3,Elmo3
MC2R,Mc2r
ISL2,Isl2
NLRC5,Nlrc5
AMY1A,Amy2a4
AMY1A,Amy2a2
AMY1A,Amy2a3
AMY1A,Amy1
AMY1A,Amy2a1
AMY1A,Amy2a5
HRH4,Hrh4
MBOAT1,Mboat1
TMEM179,Tmem179
SLC9A1,Slc9a1
XPO1,Xpo1
SLC10A4,Slc10a4
SLC10A4,Gm5868
C14orf180,A530016L24Rik
OR52B6,Olfr650-ps1
KRTAP8-1,Krtap8-1
OR51M1,Olfr631
HBG2,Hbb-bh1
RXRG,Rxrg
KRTAP7-1,Krtap7-1
BAHD1,Bahd1
BAAT,Baat
C6orf136,2310061I04Rik
KRTAP11-1,Krtap11-1
TMC3,Tmc3
COL24A1,Col24a1
HERC6,Herc6
MRPL50,Mrpl50
WTIP,Wtip
OR52H1,Olfr648
CWF19L1,Cwf19l1
OR52D1,Olfr646
TTC21B,Ttc21b
C9orf43,4933430I17Rik
PHF23,Phf23
ZNF189,Zfp189
MAPKAPK3,Mapkapk3
OR51J1,Olfr587-ps1
TRIM6-TRIM34,Trim34a
TRIM6-TRIM34,Trim34b
SPTBN1,Sptbn1
PURB,Purb
CLDN4,Cldn4
DKK1,Dkk1
GPX4,Gpx4
KBTBD13,Kbtbd13
AEBP2,Aebp2
POLE3,Pole3
VPS8,Vps8
PPFIBP2,Ppfibp2
C2orf78,Gm5592
C2orf78,Gm5591
C2orf78,4930433I11Rik
C2orf78,Gm5114
C2orf78,Gm4884
COG6,Cog6
LNX2,Lnx2
ADH6,Adh6b
ADH6,Adh6a
FAM102A,Fam102a
PHRF1,Phrf1
CBLN1,Cbln1
PHYHIP,Phyhip
XRN2,Xrn2
TRIM6,Trim6
MSRA,Msra
ALDOB,Aldob
CPNE7,Cpne7
CISH,Cish
TMEM51,Tmem51
KCNJ15,Kcnj15
ZAR1,Zar1
HCFC1R1,Hcfc1r1
TTC22,Ttc22
SLX4IP,Slx4ip
DPM2,Dpm2
ADH1A,Adh1
UBAP1L,Ubap1l
AIFM1,Aifm1
C1orf228,Gm1661
SOX8,Sox8
ADH4,Adh4
TRAIP,Traip
CYFIP1,Cyfip1
BMP15,Bmp15
MMAA,Mmaa
RGAG4,Rgag4
MBL2,Mbl2
SUCLA2,Sucla2
OR6S1,Olfr750
NHSL2,Nhsl2
E2F3,E2f3
TMEM246,Tmem246
LAMC3,Lamc3
PLPPR2,Plppr2
DNAJB2,Dnajb2
SERPINA9,Serpina9
GCNT2,Gcnt2
PDCD7,Pdcd7
MCMBP,Mcmbp
USH1C,Ush1c
TLR3,Tlr3
GEMIN4,Gemin4
IMMT,Immt
TYROBP,Tyrobp
MMP25,Mmp25
ENTPD6,Entpd6
INSL6,Insl6
PCCA,Pcca
CCND2,Ccnd2
ATP5J,Atp5j
COX18,Cox18
SSTR5,Sstr5
PMM2,Pmm2
RPRD1A,Rprd1a
ACP7,Acp7
SERPINA11,Serpina11
SPATA13,Spata13
RNF128,Rnf128
FHAD1,Fhad1
C17orf78,Gm11437
BICDL2,Bicdl2
ZNF519,Gm10226
ZNF519,Zfp941
ZNF519,Zfp386
TECTB,Tectb
ATAD3A,Atad3a
FAM163B,Fam163b
TREX1,Trex1
TREX1,Gm42641
HOXA11,Hoxa11
PLA2G12A,Pla2g12a
ATRIP,Atrip
PADI3,Padi3
FCF1,Fcf1
BLOC1S2,Bloc1s2
ISG15,Isg15
ZKSCAN3,Zkscan3
ZKSCAN3,Zkscan4
KLF15,Klf15
PTPN4,Ptpn4
DPPA2,Dppa2
OR51I2,Olfr641
NIPA2,Nipa2
WFDC2,Wfdc2
JAG1,Jag1
TRAF4,Traf4
HBE1,Hbb-y
TTC24,Ttc24
GABPA,Gabpa
CARHSP1,Carhsp1
NUDT10,Nudt10
NUDT10,Nudt11
BCL6B,Bcl6b
POLA1,Pola1
OR51B6,Olfr623
OR51B6,Olfr65
PCDH11X,Pcdh11x
TRIM34,Trim34a
TRIM34,Trim34b
SIRT1,Sirt1
LEXM,Lexm
MYO1G,Myo1g
PAN2,Pan2
MYBL2,Mybl2
ERCC6L,Ercc6l
TMEM214,Tmem214
GGACT,Ggact
TCF3,Tcf3
PIN4,Pin4
C1QTNF9,C1qtnf9
MRAS,Mras
JAM2,Jam2
OR51B4,Olfr66
CCNH,Ccnh
IQCB1,Iqcb1
RLN2,Rln1
NIM1K,Nim1k
MYOZ2,Myoz2
OR51I1,Olfr640
LHFPL4,Lhfpl4
OR51Q1,Olfr638
OR51Q1,Olfr635
DBH,Dbh
MIPOL1,Mipol1
UBQLN3,Ubqln3
CCDC184,Ccdc184
UBQLNL,Ubqlnl
CITED1,Cited1
RAB12,Rab12
PADI4,Padi4
OR10AD1,Olfr287
OR10AD1,Olfr288
OSTN,Ostn
INF2,Inf2
KLF13,Klf13
ANG,Ang6
ANG,Ang
ANG,Ang5
ANG,Ang4
ANG,Ang2
PKD2L1,Pkd2l1
CD244,Cd244
RGS6,Rgs6
OFD1,Ofd1
RNASE4,Rnase4
BMPER,Bmper
CDH8,Cdh8
RLN1,Rln1
WDTC1,Wdtc1
HOXA13,Hoxa13
RPS4X,Rps4x
CPNE4,Cpne4
TMEM41B,Tmem41b
TMEM186,Tmem186
UCN3,Ucn3
SLC47A1,Slc47a1
ABAT,Abat
H1FNT,H1fnt
KCMF1,Kcmf1
SF3A3,Sf3a3
SEC23IP,Sec23ip
PHF2,Phf2
KTN1,Ktn1
CFI,Cfi
C4orf51,1700011L22Rik
POLR1D,Polr1d
TIAM1,Tiam1
ARL8B,Arl8b
BAZ2B,Baz2b
CLRN3,Clrn3
NFE2L2,Nfe2l2
ZNF827,Zfp827
FKBP8,Fkbp8
CS,Cs
CS,Csl
RASA1,Rasa1
GCM1,Gcm1
ZNF641,Zfp641
TJP2,Tjp2
CCDC50,Ccdc50
USP14,Usp14
SLC25A27,Slc25a27
EDEM1,Edem1
6-Mar,6-Mar
NAXE,Apoa1bp
DHCR24,Dhcr24
CHCHD4,Chchd4
CHCHD4,AU015836
YWHAQ,Ywhaq
GABRB3,Gabrb3
TCTEX1D1,Tctex1d1
RPS8,Rps8
DLG5,Dlg5
CTSS,Ctss
UTS2B,Uts2b
SP140L,AC168977.2
SP140L,AC133103.3
SP140L,Sp100
TMEM240,Tmem240
AGPS,Agps
NUDT11,Nudt10
NUDT11,Nudt11
TRPM5,Trpm5
PRSS51,Prss51
OR5AU1,Olfr221
IL13RA1,Il13ra1
TDRD6,Tdrd6
PRSS55,Prss55
DPPA4,Dppa4
PLA2G7,Pla2g7
ZNF521,Zfp521
KIF2C,Kif2c
THOC1,Thoc1
MTCL1,Mtcl1
TTC30B,Ttc30b
TTC30B,Ttc30a1
TTC30B,Ttc30a2
JMY,Jmy
USP53,Usp53
IQSEC3,Iqsec3
TIMM23,Timm23
TIMM23,Gm10273
BARX1,Barx1
FRYL,Fryl
SSU72,Ssu72
HSBP1,Hsbp1
SKA1,Ska1
DPEP1,Dpep1
CTSO,Ctso
SWSAP1,Swsap1
PKP2,Pkp2
NUDT15,Nudt15
NUDT15,Gm5519
PLGRKT,Plgrkt
INSL5,Insl5
GSPT2,Gspt2
C6orf10,BC051142
AMY1B,Amy2a4
AMY1B,Amy2a2
AMY1B,Amy2a3
AMY1B,Amy1
AMY1B,Amy2a1
AMY1B,Amy2a5
C16orf78,4933402J07Rik
IGHV1OR21-1,Ighv1-39
IGHV1OR21-1,Ighv1-12
IGHV1OR21-1,Ighv14-3
IGHV1OR21-1,Ighv1-5
IGHV1OR21-1,Ighv1-42
IGHV1OR21-1,Ighv1-72
IGHV1OR21-1,Ighv1-62-2
IGHV1OR21-1,Ighv1-4
IGHV1OR21-1,Ighv1-23
IGHV1OR21-1,Ighv1-47
IGHV1OR21-1,Ighv1-59
IGHV1OR21-1,Ighv1-58
IGHV1OR21-1,Ighv1-31
IGHV1OR21-1,Ighv1-50
IGHV1OR21-1,Ighv1-62-1
IGHV1OR21-1,Ighv1-55
IGHV1OR21-1,Ighv1-84
IGHV1OR21-1,Ighv1-54
IGHV1OR21-1,Ighv1-66
IGHV1OR21-1,Ighv1-34
IGHV1OR21-1,Ighv1-71
IGHV1OR21-1,Ighv1-43
IGHV1OR21-1,Ighv15-2
IGHV1OR21-1,Ighv1-53
IGHV1OR21-1,Ighv1-7
IGHV1OR21-1,Ighv1-56
IGHV1OR21-1,Ighv1-63
IGHV1OR21-1,Ighv1-69
IGHV1OR21-1,Ighv1-20
IGHV1OR21-1,Ighv1-61
IGHV1OR21-1,Ighv14-4
IGHV1OR21-1,Ighv1-77
IGHV1OR21-1,Ighv1-74
IGHV1OR21-1,Ighv1-62-3
IGHV1OR21-1,Ighv1-9
IGHV1OR21-1,Ighv14-2
IGHV1OR21-1,Ighv1-15
IGHV1OR21-1,Ighv14-1
IGHV1OR21-1,Ighv1-64
CHP2,Chp2
FNDC10,Fndc10
RPS11,Rps11
TMEM222,Tmem222
RGN,Rgn
TUBAL3,Tubal3
PDE12,Pde12
PLPP4,Plpp4
ELOVL5,Elovl5
RNF25,Rnf25
C4orf33,D3Ertd751e
KIF22,Kif22
NPSR1,Npsr1
ITLN1,Itln1
GABRA5,Gabra5
CHST14,Chst14
IGHV3OR16-8,Ighv5-17
IGHV3OR16-8,Ighv5-6
IGHV3OR16-8,Ighv5-9-1
IGHV3OR16-8,Ighv5-12
IGHV3OR16-8,Ighv5-9
IGHV3OR16-8,Ighv5-16
IGHV3OR16-8,Ighv5-15
IGHV3OR16-8,Ighv5-4
BSND,Bsnd
IGHV3OR16-10,Ighv5-17
IGHV3OR16-10,Ighv5-6
IGHV3OR16-10,Ighv5-9-1
IGHV3OR16-10,Ighv5-12
IGHV3OR16-10,Ighv5-9
IGHV3OR16-10,Ighv5-16
IGHV3OR16-10,Ighv5-15
IGHV3OR16-10,Ighv5-4
PTPRE,Ptpre
CCDC74A,Ccdc74a
DMBX1,Dmbx1
MAGEA8,Magea1
MAGEA8,Magea10
MAGEA8,Magea8
MAGEA8,Magea2
MAGEA8,Magea6
MAGEA8,3830417A13Rik
MAGEA8,1700080O16Rik
MAGEA8,Magea3
MAGEA8,Magea5
MAGEA8,Magea4
SCLT1,Sclt1
DNMT3B,Dnmt3b
USP38,Usp38
EXOSC10,Exosc10
NCOA1,Ncoa1
C8orf74,4930578I06Rik
FARSB,Farsb
STK36,Stk36
SLC16A13,Slc16a13
IZUMO1,Izumo1
CCNI,Ccni
RP1L1,Rp1l1
C15orf57,Ccdc32
DRC7,Drc7
AVPI1,Avpi1
NQO1,Nqo1
KHDRBS2,Khdrbs2
WDR11,Wdr11
PTGER1,Ptger1
IPO7,Ipo7
ZNF668,Zfp668
MIB2,Mib2
JADE1,Jade1
LRFN3,Lrfn3
ARL5C,Arl5c
ARF4,Arf4
CLCC1,Clcc1
HMGCS1,Hmgcs1
AIM2,Aim2
SLC16A11,Slc16a11
SFPQ,Sfpq
EDDM3A,Eddm3b
EPS15L1,Eps15l1
CACNB4,Cacnb4
AP5S1,Ap5s1
NCKAP5L,Nckap5l
GPATCH4,Gpatch4
MOGAT1,Mogat1
MARVELD1,Marveld1
RGL3,Rgl3
GAB1,Gab1
BCDIN3D,Bcdin3d
IL1RL2,Il1rl2
SPATA33,Spata33
SPINT3,Spint3
SMIM17,Smim17
EAF2,Eaf2
MKNK1,Mknk1
CHMP1A,Chmp1a
TUBA3C,Tuba3a
EDDM3B,Eddm3b
ADGRG3,Adgrg3
STAMBP,Stambp
MAVS,Mavs
CHST6,Chst5
WFDC6,Wfdc6a
WFDC6,Wfdc6b
NAIP,Naip6
NAIP,Naip5
NAIP,Naip2
NAIP,Naip1
EVX1,Evx1
EPPIN-WFDC6,Eppin
NCOA4,Ncoa4
NCOA4,Gm6768
HOXC13,Hoxc13
OTUD7A,Otud7a
EPPIN,Eppin
SIPA1L3,Sipa1l3
FBXO25,Fbxo25
PAK1IP1,Pak1ip1
TSSK2,Tssk2
MLYCD,Mlycd
DGCR14,Dgcr14
PADI6,Padi6
GPSM2,Gpsm2
PMS1,Pms1
SIGLEC8,Siglece
OSGIN1,Osgin1
TEK,Tek
DIP2C,Dip2c
IMPA2,Impa2
CATSPERD,Catsperd
EPOR,Epor
PDE3A,Pde3a
CNPY2,Cnpy2
RNASE6,Rnase6
WSCD1,Wscd1
NAP1L3,Nap1l3
WDR78,Wdr78
AGRN,Agrn
AKNAD1,Aknad1
C4orf3,1810037I17Rik
LRRC29,Lrrc29
CACNB1,Cacnb1
HOXC12,Hoxc12
